Date,AdjClose
2023-07-03,145.9600067138672
2023-07-05,145.0800018310547
2023-07-06,143.61000061035156
2023-07-07,144.0500030517578
2023-07-10,149.9499969482422
2023-07-11,150.7899932861328
2023-07-12,146.1300048828125
2023-07-13,150.75
2023-07-14,149.39999389648438
2023-07-17,152.72999572753906
2023-07-18,152.9499969482422
2023-07-19,157.61000061035156
2023-07-20,148.07000732421875
2023-07-21,150.89999389648438
2023-07-24,149.74000549316406
2023-07-25,150.94000244140625
2023-07-26,154.6300048828125
2023-07-27,152.85000610351562
2023-07-28,155.60000610351562
2023-07-31,161.66000366210938
2023-08-01,165.9600067138672
2023-08-02,154.72999572753906
2023-08-03,157.5500030517578
2023-08-04,150.49000549316406
2023-08-07,150.97000122070312
2023-08-08,145.8800048828125
2023-08-09,145.4600067138672
2023-08-10,147.86000061035156
2023-08-11,148.22000122070312
2023-08-14,152.3699951171875
2023-08-15,149.6300048828125
2023-08-16,149.0
2023-08-17,144.3800048828125
2023-08-18,146.8000030517578
2023-08-21,153.89999389648438
2023-08-22,152.3300018310547
2023-08-23,153.80999755859375
2023-08-24,145.4499969482422
2023-08-25,149.5800018310547
2023-08-28,144.02999877929688
2023-08-29,146.6999969482422
2023-08-30,149.17999267578125
2023-08-31,163.02999877929688
2023-09-01,161.22999572753906
2023-09-05,165.42999267578125
2023-09-06,166.22999572753906
2023-09-07,166.63999938964844
2023-09-08,168.08999633789062
2023-09-11,172.2899932861328
2023-09-12,169.67999267578125
2023-09-13,168.47000122070312
2023-09-14,170.72999572753906
2023-09-15,165.4499969482422
2023-09-18,166.97000122070312
2023-09-19,165.5
2023-09-20,163.88999938964844
2023-09-21,162.52999877929688
2023-09-22,162.57000732421875
2023-09-25,159.9199981689453
2023-09-26,160.47999572753906
2023-09-27,163.0399932861328
2023-09-28,165.25
2023-09-29,167.3800048828125
2023-10-02,169.5399932861328
2023-10-03,162.02999877929688
2023-10-04,164.0500030517578
2023-10-05,165.2899932861328
2023-10-06,176.69000244140625
2023-10-09,181.82000732421875
2023-10-10,183.85000610351562
2023-10-11,188.22000122070312
2023-10-12,187.55999755859375
2023-10-13,185.72000122070312
2023-10-16,187.6699981689453
2023-10-17,187.13999938964844
2023-10-18,187.7899932861328
2023-10-19,184.52000427246094
2023-10-20,178.75999450683594
2023-10-23,179.0800018310547
2023-10-24,182.82000732421875
2023-10-25,175.3800048828125
2023-10-26,171.63999938964844
2023-10-27,172.82000732421875
2023-10-30,174.61000061035156
2023-10-31,176.77000427246094
2023-11-01,178.35000610351562
2023-11-02,182.8000030517578
2023-11-03,188.24000549316406
2023-11-06,186.77999877929688
2023-11-07,192.36000061035156
2023-11-08,193.8300018310547
2023-11-09,190.75999450683594
2023-11-10,196.30999755859375
2023-11-13,200.9600067138672
2023-11-14,207.97000122070312
2023-11-15,204.2899932861328
2023-11-16,204.27000427246094
2023-11-17,207.08999633789062
2023-11-20,207.72999572753906
2023-11-21,208.97999572753906
2023-11-22,209.61000061035156
2023-11-24,210.66000366210938
2023-11-27,210.07000732421875
2023-11-28,212.35000610351562
2023-11-29,234.44000244140625
2023-11-30,236.99000549316406
2023-12-01,235.02999877929688
2023-12-04,237.38999938964844
2023-12-05,238.97000122070312
2023-12-06,239.4199981689453
2023-12-07,240.1699981689453
2023-12-08,242.5500030517578
2023-12-11,246.97000122070312
2023-12-12,248.5500030517578
2023-12-13,252.0399932861328
2023-12-14,252.67999267578125
2023-12-15,260.0799865722656
2023-12-18,259.79998779296875
2023-12-19,258.3299865722656
2023-12-20,253.9499969482422
2023-12-21,257.32000732421875
2023-12-22,255.6300048828125
2023-12-26,257.8699951171875
2023-12-27,257.32000732421875
2023-12-28,256.1300048828125
2023-12-29,255.32000732421875
2024-01-02,246.88999938964844
2024-01-03,244.36000061035156
2024-01-04,245.64999389648438
2024-01-05,247.4600067138672
2024-01-08,261.2799987792969
2024-01-09,273.7699890136719
2024-01-10,282.0400085449219
2024-01-11,284.5199890136719
2024-01-12,283.3500061035156
2024-01-16,286.2900085449219
2024-01-17,276.2699890136719
2024-01-18,283.1099853515625
2024-01-19,290.5400085449219
2024-01-22,298.6600036621094
2024-01-23,297.2699890136719
2024-01-24,300.2799987792969
2024-01-25,293.4599914550781
2024-01-26,290.30999755859375
2024-01-29,300.6700134277344
2024-01-30,301.3500061035156
2024-01-31,292.5
2024-02-01,299.3699951171875
2024-02-02,303.57000732421875
2024-02-05,302.489990234375
2024-02-06,302.1099853515625
2024-02-07,317.7799987792969
2024-02-08,323.0400085449219
2024-02-09,329.3399963378906
2024-02-12,321.2900085449219
2024-02-13,322.44000244140625
2024-02-14,334.54998779296875
2024-02-15,331.3800048828125
2024-02-16,329.239990234375
2024-02-20,323.7099914550781
2024-02-21,292.3599853515625
2024-02-22,310.9100036621094
2024-02-23,311.489990234375
2024-02-26,321.0299987792969
2024-02-27,321.2099914550781
2024-02-28,320.94000244140625
2024-02-29,324.1499938964844
2024-03-01,314.6000061035156
2024-03-04,313.80999755859375
2024-03-05,297.55999755859375
2024-03-06,329.57000732421875
2024-03-07,329.67999267578125
2024-03-08,322.8500061035156
2024-03-11,317.3699951171875
2024-03-12,329.2699890136719
2024-03-13,332.1700134277344
2024-03-14,328.5899963378906
2024-03-15,315.6499938964844
2024-03-18,321.05999755859375
2024-03-19,320.8599853515625
2024-03-20,326.8699951171875
2024-03-21,329.4599914550781
2024-03-22,327.5799865722656
2024-03-25,324.760009765625
2024-03-26,330.010009765625
2024-03-27,322.25
2024-03-28,320.5899963378906
2024-04-01,319.5899963378906
2024-04-02,319.54998779296875
2024-04-03,320.0400085449219
2024-04-04,309.19000244140625
2024-04-05,315.5
2024-04-08,313.7300109863281
2024-04-09,310.7699890136719
2024-04-10,312.5299987792969
2024-04-11,317.79998779296875
2024-04-12,309.04998779296875
2024-04-15,299.5
2024-04-16,299.1499938964844
2024-04-17,293.69000244140625
2024-04-18,294.1000061035156
2024-04-19,282.6400146484375
2024-04-22,289.1499938964844
2024-04-23,299.6499938964844
2024-04-24,297.6199951171875
2024-04-25,298.0199890136719
2024-04-26,304.07000732421875
2024-04-29,304.0400085449219
2024-04-30,292.5400085449219
2024-05-01,295.44000244140625
2024-05-02,303.5400085449219
2024-05-03,310.2099914550781
2024-05-06,317.80999755859375
2024-05-07,312.54998779296875
2024-05-08,313.760009765625
2024-05-09,317.94000244140625
2024-05-10,320.760009765625
2024-05-13,319.17999267578125
2024-05-14,329.54998779296875
2024-05-15,343.1199951171875
2024-05-16,339.05999755859375
2024-05-17,345.92999267578125
2024-05-20,348.75
2024-05-21,349.32000732421875
2024-05-22,345.4200134277344
2024-05-23,342.3500061035156
2024-05-24,351.4700012207031
2024-05-28,346.82000732421875
2024-05-29,349.5199890136719
2024-05-30,315.9200134277344
2024-05-31,313.6700134277344
2024-06-03,308.69000244140625
2024-06-04,305.5799865722656
2024-06-05,342.17999267578125
2024-06-06,340.489990234375
2024-06-07,349.1199951171875
2024-06-10,374.57000732421875
2024-06-11,384.6300048828125
2024-06-12,387.3699951171875
2024-06-13,382.80999755859375
2024-06-14,385.43499755859375
2024-06-17,390.42999267578125
2024-06-18,389.510009765625
2024-06-20,382.1400146484375
2024-06-21,380.6300048828125
2024-06-24,377.92999267578125
2024-06-25,386.760009765625
2024-06-26,380.3699951171875
2024-06-27,387.2900085449219
2024-06-28,383.19000244140625
2024-07-01,392.1499938964844
2024-07-02,385.04998779296875
2024-07-03,387.17999267578125
2024-07-05,389.67999267578125
2024-07-08,390.7099914550781
2024-07-09,385.8800048828125
