Date,AdjClose
2023-07-03,285.44000244140625
2023-07-05,285.8900146484375
2023-07-06,284.989990234375
2023-07-07,275.07000732421875
2023-07-10,281.5799865722656
2023-07-11,279.8399963378906
2023-07-12,277.6199951171875
2023-07-13,277.9700012207031
2023-07-14,278.92999267578125
2023-07-17,278.3999938964844
2023-07-18,276.1700134277344
2023-07-19,276.8900146484375
2023-07-20,274.70001220703125
2023-07-21,276.739990234375
2023-07-24,277.0
2023-07-25,270.30999755859375
2023-07-26,265.25
2023-07-27,262.7900085449219
2023-07-28,265.2300109863281
2023-07-31,270.19000244140625
2023-08-01,269.29998779296875
2023-08-02,271.55999755859375
2023-08-03,267.75
2023-08-04,268.9200134277344
2023-08-07,271.2300109863281
2023-08-08,274.1400146484375
2023-08-09,271.2900085449219
2023-08-10,269.05999755859375
2023-08-11,273.67999267578125
2023-08-14,272.739990234375
2023-08-15,270.2200012207031
2023-08-16,265.260009765625
2023-08-17,261.5
2023-08-18,261.1499938964844
2023-08-21,265.07000732421875
2023-08-22,262.9800109863281
2023-08-23,264.79998779296875
2023-08-24,262.42999267578125
2023-08-25,264.42999267578125
2023-08-28,265.04998779296875
2023-08-29,268.0
2023-08-30,267.17999267578125
2023-08-31,267.3599853515625
2023-09-01,267.1700134277344
2023-09-05,266.2900085449219
2023-09-06,263.7200012207031
2023-09-07,261.3399963378906
2023-09-08,258.989990234375
2023-09-11,258.9200134277344
2023-09-12,258.44000244140625
2023-09-13,255.91000366210938
2023-09-14,256.32000732421875
2023-09-15,254.7899932861328
2023-09-18,253.3000030517578
2023-09-19,256.6700134277344
2023-09-20,260.5299987792969
2023-09-21,258.92999267578125
2023-09-22,257.67999267578125
2023-09-25,255.02000427246094
2023-09-26,258.04998779296875
2023-09-27,257.5199890136719
2023-09-28,257.8299865722656
2023-09-29,257.010009765625
2023-10-02,252.86000061035156
2023-10-03,251.30999755859375
2023-10-04,257.1600036621094
2023-10-05,259.7699890136719
2023-10-06,263.25
2023-10-09,264.2099914550781
2023-10-10,264.1400146484375
2023-10-11,266.5199890136719
2023-10-12,260.989990234375
2023-10-13,262.260009765625
2023-10-16,267.94000244140625
2023-10-17,267.42999267578125
2023-10-18,263.5
2023-10-19,257.29998779296875
2023-10-20,257.45001220703125
2023-10-23,253.38999938964844
2023-10-24,252.11000061035156
2023-10-25,246.72000122070312
2023-10-26,241.0800018310547
2023-10-27,234.52000427246094
2023-10-30,237.2100067138672
2023-10-31,237.5399932861328
2023-11-01,239.6199951171875
2023-11-02,241.86000061035156
2023-11-03,249.5
2023-11-06,248.6300048828125
2023-11-07,245.61000061035156
2023-11-08,231.69000244140625
2023-11-09,224.64999389648438
2023-11-10,224.7899932861328
2023-11-13,222.58999633789062
2023-11-14,225.25999450683594
2023-11-15,229.6300048828125
2023-11-16,229.4600067138672
2023-11-17,228.0
2023-11-20,230.11000061035156
2023-11-21,229.57000732421875
2023-11-22,231.25
2023-11-24,231.9499969482422
2023-11-27,228.7899932861328
2023-11-28,227.41000366210938
2023-11-29,232.05999755859375
2023-11-30,234.0800018310547
2023-12-01,234.63999938964844
2023-12-04,232.85000610351562
2023-12-05,229.57000732421875
2023-12-06,233.8699951171875
2023-12-07,239.1199951171875
2023-12-08,239.2899932861328
2023-12-11,246.11000061035156
2023-12-12,249.0399932861328
2023-12-13,255.55999755859375
2023-12-14,256.5400085449219
2023-12-15,248.1300048828125
2023-12-18,250.3300018310547
2023-12-19,251.69000244140625
2023-12-20,248.16000366210938
2023-12-21,253.86000061035156
2023-12-22,257.9700012207031
2023-12-26,260.70001220703125
2023-12-27,261.92999267578125
2023-12-28,260.5799865722656
2023-12-29,258.7699890136719
2024-01-02,267.7099914550781
2024-01-03,263.42999267578125
2024-01-04,260.2799987792969
2024-01-05,257.8800048828125
2024-01-08,257.9800109863281
2024-01-09,255.83999633789062
2024-01-10,254.22999572753906
2024-01-11,247.2100067138672
2024-01-12,248.1199951171875
2024-01-16,246.19000244140625
2024-01-17,245.27000427246094
2024-01-18,246.97000122070312
2024-01-19,249.9600067138672
2024-01-22,248.3000030517578
2024-01-23,251.67999267578125
2024-01-24,247.16000366210938
2024-01-25,246.2100067138672
2024-01-26,244.82000732421875
2024-01-29,247.52000427246094
2024-01-30,247.0800018310547
2024-01-31,246.66000366210938
2024-02-01,247.8300018310547
2024-02-02,243.72000122070312
2024-02-05,241.83999633789062
2024-02-06,245.5500030517578
2024-02-07,240.5399932861328
2024-02-08,240.3000030517578
2024-02-09,240.97999572753906
2024-02-12,244.74000549316406
2024-02-13,226.64999389648438
2024-02-14,220.74000549316406
2024-02-15,223.35000610351562
2024-02-16,219.0800018310547
2024-02-20,219.2100067138672
2024-02-21,221.11000061035156
2024-02-22,222.47999572753906
2024-02-23,223.32000732421875
2024-02-26,223.7100067138672
2024-02-27,223.94000244140625
2024-02-28,221.74000549316406
2024-02-29,216.99000549316406
2024-03-01,220.9499969482422
2024-03-04,221.02000427246094
2024-03-05,217.22999572753906
2024-03-06,217.55999755859375
2024-03-07,219.36000061035156
2024-03-08,223.24000549316406
2024-03-11,230.07000732421875
2024-03-12,227.36000061035156
2024-03-13,226.55999755859375
2024-03-14,219.6199951171875
2024-03-15,219.30999755859375
2024-03-18,219.39999389648438
2024-03-19,218.6300048828125
2024-03-20,218.14999389648438
2024-03-21,220.75
2024-03-22,218.10000610351562
2024-03-25,216.69000244140625
2024-03-26,212.02000427246094
2024-03-27,216.33999633789062
2024-03-28,215.6300048828125
2024-04-01,214.8300018310547
2024-04-02,207.63999938964844
2024-04-03,206.3800048828125
2024-04-04,205.3000030517578
2024-04-05,203.8699951171875
2024-04-08,204.9499969482422
2024-04-09,206.52000427246094
2024-04-10,201.5500030517578
2024-04-11,203.67999267578125
2024-04-12,198.17999267578125
2024-04-15,196.8000030517578
2024-04-16,195.14999389648438
2024-04-17,192.16000366210938
2024-04-18,190.52000427246094
2024-04-19,194.3800048828125
2024-04-22,194.11000061035156
2024-04-23,193.17999267578125
2024-04-24,201.99000549316406
2024-04-25,202.4600067138672
2024-04-26,208.89999389648438
2024-04-29,215.5
2024-04-30,214.82000732421875
2024-05-01,216.1300048828125
2024-05-02,213.50999450683594
2024-05-03,217.50999450683594
2024-05-06,221.4199981689453
2024-05-07,218.9199981689453
2024-05-08,219.72000122070312
2024-05-09,222.75
2024-05-10,221.5
2024-05-13,225.33999633789062
2024-05-14,226.8800048828125
2024-05-15,235.32000732421875
2024-05-16,230.0399932861328
2024-05-17,230.57000732421875
2024-05-20,231.5800018310547
2024-05-21,227.69000244140625
2024-05-22,225.2100067138672
2024-05-23,218.05999755859375
2024-05-24,217.80999755859375
2024-05-28,218.72999572753906
2024-05-29,214.41000366210938
2024-05-30,220.07000732421875
2024-05-31,224.94000244140625
2024-06-03,229.8000030517578
2024-06-04,234.1300048828125
2024-06-05,236.72000122070312
2024-06-06,231.99000549316406
2024-06-07,225.42999267578125
2024-06-10,225.97999572753906
2024-06-11,225.74000549316406
2024-06-12,230.6300048828125
2024-06-13,233.83999633789062
2024-06-14,231.69000244140625
2024-06-17,226.4600067138672
2024-06-18,223.64999389648438
2024-06-20,225.5800018310547
2024-06-21,224.0
2024-06-24,226.60000610351562
2024-06-25,223.19000244140625
2024-06-26,224.4600067138672
2024-06-27,228.72000122070312
2024-06-28,231.82000732421875
2024-07-01,231.77000427246094
2024-07-02,228.82000732421875
2024-07-03,224.61000061035156
2024-07-05,225.64999389648438
2024-07-08,228.07000732421875
2024-07-09,229.05999755859375
2024-07-10,232.75
2024-07-11,236.8000030517578
2024-07-12,230.05999755859375
2024-07-15,221.5800018310547
2024-07-16,225.02000427246094
2024-07-17,228.3300018310547
2024-07-18,225.25
2024-07-19,226.39999389648438
2024-07-22,226.6300048828125
2024-07-23,224.2899932861328
2024-07-24,226.02999877929688
2024-07-25,227.44000244140625
2024-07-26,211.1699981689453
2024-07-29,214.42999267578125
2024-07-30,211.88999938964844
2024-07-31,213.1999969482422
2024-08-01,210.6999969482422
2024-08-02,205.66000366210938
2024-08-05,198.38999938964844
2024-08-06,200.1300048828125
2024-08-07,199.77999877929688
2024-08-08,204.07000732421875
2024-08-09,202.0
2024-08-12,201.0399932861328
2024-08-13,204.0500030517578
2024-08-14,200.58999633789062
2024-08-15,201.6300048828125
2024-08-16,201.91000366210938
2024-08-19,206.05999755859375
2024-08-20,205.49000549316406
2024-08-21,206.17999267578125
2024-08-22,203.32000732421875
2024-08-23,205.0
2024-08-26,204.86000061035156
2024-08-27,203.3000030517578
2024-08-28,204.1999969482422
2024-08-29,204.82000732421875
2024-08-30,204.75999450683594
2024-09-03,204.83999633789062
2024-09-04,204.9499969482422
2024-09-05,201.8000030517578
2024-09-06,200.80999755859375
2024-09-09,199.27000427246094
2024-09-10,200.63999938964844
2024-09-11,199.08999633789062
2024-09-12,197.88999938964844
2024-09-13,195.6300048828125
2024-09-16,199.5800018310547
2024-09-17,198.2100067138672
2024-09-18,197.58999633789062
2024-09-19,201.44000244140625
2024-09-20,199.36000061035156
2024-09-23,195.80999755859375
